ticker,definition,classification,RSI recovery 20,RSI recovery 25,RSI recovery 30,RSI rising,Volume expansion,MACD improvement,MA20 reclaim
TRNR,A_10_from_low,No Significant Move,S-20,S-20,S-20,S-20,,S-15,S
TRNR,B_20_from_low,Temporary Spike,S-20,S-20,S-15,S-15,S-2,S-15,
TRNR,E_base_breakout,No Significant Move,S-20,S-20,S-20,S-20,,S-15,S-7
ALIT,A_10_from_low,Rapid Move,S-20,S-20,S-20,S-5,S-10,S-20,S
ALIT,B_20_from_low,Rapid Move,S-20,S-20,S-20,S-5,S-10,S-20,S
ALIT,C_20_in_1_3,Temporary Spike,S-20,S-20,S-20,S-15,,S-3,S-3
MQ,A_10_from_low,No Significant Move,S-20,S-20,S-20,S-20,,S-10,S-10
MQ,B_20_from_low,No Significant Move,S-20,S-20,S-20,S-20,,S-20,S-20
RMTI,A_10_from_low,Temporary Spike,S-20,S-20,S-15,S-15,S-20,S-10,
RMTI,B_20_from_low,Temporary Spike,S-20,S-20,S-10,S-10,S-5,S-10,
RMTI,E_base_breakout,No Significant Move,S-20,S-20,S-20,S-15,S-5,S-20,S-5
GMEX,A_10_from_low,No Significant Move,S-20,S-20,,S-15,S-1,S-20,
GMEX,B_20_from_low,No Significant Move,S-20,S-20,,S-15,S-15,S-20,
GMEX,C_20_in_1_3,No Significant Move,S-20,S-20,,S-15,S-15,S-20,
GMEX,D_rapid_expansion,No Significant Move,S-20,S-20,,S-15,S-15,S-20,
ABTC,A_10_from_low,No Significant Move,S-20,S-20,S-20,S-10,S-10,,
ABTC,B_20_from_low,No Significant Move,S-20,S-20,S-20,S-7,S-10,S,
ABTC,E_base_breakout,Temporary Spike,S-15,S-10,S-10,S-20,,S-10,S-5
CRIS,A_10_from_low,No Significant Move,S-20,S-20,S-20,S-15,S-15,S-7,S-7
CRIS,B_20_from_low,No Significant Move,S-20,S-20,S-20,S-20,S-2,S-15,
HKIT,A_10_from_low,No Significant Move,S-20,S-20,S-20,S-15,S-20,S-20,
HKIT,B_20_from_low,No Significant Move,S-20,S-20,S-20,S-15,,S-20,
HKIT,C_20_in_1_3,No Significant Move,S-20,S-20,S-20,S-20,S-3,S-20,S
HKIT,D_rapid_expansion,No Significant Move,S-20,S-20,S-20,S-20,S-3,S-20,S
JZ,A_10_from_low,Temporary Spike,S-20,S-20,S-20,S-3,S-7,S-5,
JZ,B_20_from_low,Temporary Spike,S-20,S-20,S-20,S-5,S-1,S-5,
JZ,C_20_in_1_3,No Significant Move,S-20,S-20,S-20,S-7,S-10,S-7,
JZ,D_rapid_expansion,No Significant Move,S-20,S-20,S-20,S-7,S-10,S-7,
NIPG,A_10_from_low,Gradual Rise,S-20,S-20,S-15,S-20,S-20,S-15,S-15
NIPG,B_20_from_low,Gradual Rise,S-20,S-20,S-15,S-20,S-20,S-15,S-15
NIPG,C_20_in_1_3,True Explosion,S-20,S-20,S-10,S-10,S-20,S-10,S
NIPG,D_rapid_expansion,True Explosion,S-20,S-20,S-10,S-10,S-20,S-10,S
NTCL,A_10_from_low,Temporary Spike,S-20,S-20,S-20,S-20,S-15,S-20,S-20
NTCL,B_20_from_low,Temporary Spike,S-20,S-20,S-20,S-20,S-15,S-20,S-20
NVVE,A_10_from_low,True Explosion,S-20,S-20,S-20,S-20,S-3,S-20,S-20
NVVE,B_20_from_low,True Explosion,S-20,S-20,S-20,S-20,S-3,S-20,S-20
NVVE,C_20_in_1_3,True Explosion,S-20,S-20,S-20,S-20,S-20,S-20,S-20
NVVE,D_rapid_expansion,True Explosion,S-20,S-20,S-20,S-20,S-7,S-20,S-7
SNAL,A_10_from_low,Rapid Move,S-20,S-20,S-20,S-15,S,,
SNAL,B_20_from_low,Temporary Spike,S-20,S-20,S-20,S-7,S-1,S,S
SNAL,C_20_in_1_3,Temporary Spike,S-20,S-20,S-20,S-10,S-3,S-2,S-2
SNAL,D_rapid_expansion,Temporary Spike,S-20,S-20,S-20,S-10,S-3,S-2,S-2
SRXH,A_10_from_low,True Explosion,S-20,S-20,S-20,S-20,S-10,S-20,S-20
SRXH,B_20_from_low,True Explosion,S-20,S-20,S-20,S-20,S-10,S-20,S-20
SRXH,C_20_in_1_3,No Significant Move,S-20,S-20,S-20,S-15,S-15,S-20,S-15
SRXH,D_rapid_expansion,No Significant Move,S-20,S-20,S-20,S-15,S-15,S-20,S-15
CGTL,A_10_from_low,Temporary Spike,S-20,S-20,S-20,S-15,,S-20,S-5
CGTL,B_20_from_low,Temporary Spike,S-20,S-20,S-20,S-20,,S-20,
CGTL,C_20_in_1_3,No Significant Move,S-20,S-20,S-20,S-20,S-1,S-20,S-1
NCRA,A_10_from_low,Gradual Rise,S-20,S-20,S-20,S-15,S-20,S-5,
NCRA,B_20_from_low,No Significant Move,S-20,S-20,S-20,S-20,S-15,S-20,S
NCRA,C_20_in_1_3,No Significant Move,S-20,S-20,S-20,S-20,S-15,S-20,S
NCRA,D_rapid_expansion,No Significant Move,S-20,S-20,S-20,S-20,S-15,S-20,S
NCRA,E_base_breakout,No Significant Move,S-20,S-20,S-20,S-20,S-15,S-20,S
PFSA,A_10_from_low,No Significant Move,S-20,S-20,S-20,S-20,S-20,S-20,
PFSA,B_20_from_low,No Significant Move,S-20,S-20,S-20,S-20,S-20,S-20,
PFSA,E_base_breakout,True Explosion,S-20,S-20,S,S-20,S-15,S-20,
PFSA,C_20_in_1_3,No Significant Move,S-20,S-20,S-20,S-20,S-1,S-20,S
PFSA,D_rapid_expansion,No Significant Move,S-20,S-20,S-20,S-20,S-1,S-20,S
ENLV,A_10_from_low,No Significant Move,S-20,S-20,S-20,S,S-20,,
ENLV,B_20_from_low,No Significant Move,S-20,S-20,,S-7,S-15,,
RBNE,A_10_from_low,No Significant Move,S-20,S-20,S-20,S-20,,S-20,
RBNE,B_20_from_low,Temporary Spike,S-20,S-10,,S-20,S-2,S-10,
RBNE,C_20_in_1_3,No Significant Move,S-20,S-15,S,S-20,S-5,S-15,
RBNE,D_rapid_expansion,No Significant Move,S-20,S-15,S,S-20,S-5,S-15,
GIPR,A_10_from_low,No Significant Move,S-20,S-20,S-20,S-20,S,S-7,
GIPR,B_20_from_low,Rapid Move,S-20,S-20,S-20,S-20,S-15,S-20,
GIPR,C_20_in_1_3,No Significant Move,S-20,S-15,S-10,S-15,S,S-15,S
GIPR,D_rapid_expansion,No Significant Move,S-20,S-15,S-10,S-15,S,S-15,S
YMAT,A_10_from_low,No Significant Move,S-20,S-20,S-20,S-15,S-15,,
YMAT,B_20_from_low,No Significant Move,S-20,S-20,S-20,S-15,S-15,,
YMAT,C_20_in_1_3,No Significant Move,S-20,S-20,S-20,S-20,S-20,S,
BIYA,A_10_from_low,Rapid Move,S-20,S-20,S-20,S-20,S-3,S-20,S-20
BIYA,B_20_from_low,True Explosion,S-20,S-20,S-20,S-15,S-7,S-10,S-10
BIYA,C_20_in_1_3,Temporary Spike,S-20,S-20,S-20,S-5,S-7,S-15,S
BIYA,D_rapid_expansion,Temporary Spike,S-20,S-20,S-20,S-5,S-7,S-15,S
CCHH,A_10_from_low,No Significant Move,S-20,S-20,S-20,S-20,S-20,S-20,S-20
CCHH,B_20_from_low,No Significant Move,S-20,S-20,S-20,S-5,,S-15,S-15
CPOP,A_10_from_low,No Significant Move,S-20,S-20,S-20,S-20,S-20,S-20,S-20
CPOP,B_20_from_low,No Significant Move,S-20,S-20,S-20,S-5,S-20,S-20,
EDBL,A_10_from_low,Rapid Move,S-20,S-20,S-20,S-15,S-10,S-20,
EDBL,B_20_from_low,Rapid Move,S-20,S-20,S-20,S-20,,S-20,
FTFT,A_10_from_low,No Significant Move,S-20,S-20,S-15,S-15,S-7,S-10,
FTFT,B_20_from_low,No Significant Move,S-20,S-20,S-20,S-7,S-20,S-20,
PSQH,A_10_from_low,Temporary Spike,S-20,S-20,S-20,S-20,S-3,S-7,
PSQH,B_20_from_low,Gradual Rise,S-20,S-20,S-20,S-20,S-10,S-15,
PSQH,C_20_in_1_3,Temporary Spike,S-20,S-20,S-20,S-20,S-10,S-20,
PSQH,D_rapid_expansion,Temporary Spike,S-20,S-20,S-20,S-20,S-10,S-20,
PWCM,A_10_from_low,No Significant Move,S-20,S-20,S-20,S-20,S-1,,
PWCM,B_20_from_low,No Significant Move,S-20,S-20,S-20,S-15,S-20,,
PWCM,C_20_in_1_3,No Significant Move,S-20,S-10,S,S-7,S-20,S-10,
PWCM,D_rapid_expansion,No Significant Move,S-20,S-10,S,S-7,S-20,S-10,
PWCM,E_base_breakout,No Significant Move,S-20,S-10,S,S-7,S-20,S-10,
XAIR,A_10_from_low,Temporary Spike,S-20,S-20,S-20,S-20,S-15,S-15,S-15
XAIR,B_20_from_low,No Significant Move,S-20,S-20,S-20,S-10,S-15,S-20,S-20
XAIR,C_20_in_1_3,No Significant Move,S-20,S-20,S-10,S-10,,S-7,S-7
YHC,A_10_from_low,No Significant Move,S-20,S-20,S-20,S-15,S-7,S-15,S-15
YHC,B_20_from_low,No Significant Move,S-20,S-20,S-20,S-15,S-7,S-15,S-15
YHC,C_20_in_1_3,No Significant Move,S-20,,,S-7,S-20,S-7,
JEM,A_10_from_low,No Significant Move,S-20,S-20,S-20,S-20,S-20,S-20,S-20
JEM,B_20_from_low,Temporary Spike,S-20,S-20,S-20,S-15,S-15,S-20,S-20
JEM,C_20_in_1_3,No Significant Move,S-20,S-20,S-20,S-15,S-1,S-20,S-20
JEM,D_rapid_expansion,No Significant Move,S-20,S-20,S-20,S-15,S-1,S-20,S-20
JEM,E_base_breakout,No Significant Move,S-20,S-20,S-20,S-20,S-1,S-15,S
LGHL,A_10_from_low,No Significant Move,S-20,S-20,S-20,S-15,S-3,,
LGHL,B_20_from_low,True Explosion,S-20,S-20,,S-15,S-2,S-2,
YXT,A_10_from_low,Gradual Rise,S-20,S-20,S-20,S-10,,S-10,
YXT,B_20_from_low,No Significant Move,S-20,S-20,S-20,S-15,S-5,S-20,S
YXT,C_20_in_1_3,No Significant Move,S-20,S-20,S-20,S-15,S-5,S-20,S
YXT,D_rapid_expansion,No Significant Move,S-20,S-20,S-20,S-15,S-5,S-20,S
GNPX,A_10_from_low,No Significant Move,S-20,S-20,S-20,S-20,S-3,S-20,S-10
GNPX,B_20_from_low,No Significant Move,S-20,S-20,S-20,S-20,S-3,S-20,S-10
VIVK,A_10_from_low,True Explosion,S-20,S-20,,S-20,S-1,S-15,
VIVK,B_20_from_low,Temporary Spike,S-20,S-5,,S-5,S-10,S-15,
VIVK,C_20_in_1_3,True Explosion,S-20,S-7,,S-10,S-7,S-20,
VIVK,D_rapid_expansion,True Explosion,S-20,S-7,,S-10,S-7,S-20,
BANL,A_10_from_low,Gradual Rise,S-20,S-20,S-20,S-20,S-5,S-20,S-20
BANL,B_20_from_low,Gradual Rise,S-20,S-20,S-20,S-10,S-3,S-20,S-10
BANL,C_20_in_1_3,True Explosion,S-20,S-20,S-20,S-15,S,S-20,S-20
BANL,D_rapid_expansion,True Explosion,S-20,S-20,S-20,S-15,S,S-20,S-20
BANL,E_base_breakout,True Explosion,S-20,S-20,S-20,S-15,S,S-20,S-20
CCG,A_10_from_low,Temporary Spike,S-20,S-20,S-15,S-20,S-15,S-15,S-7
CCG,B_20_from_low,Temporary Spike,S-20,S-20,S-20,S-20,S-20,S-15,S-15
CCG,C_20_in_1_3,No Significant Move,S-20,S-20,S-20,S-20,,S-20,S-20
CCG,D_rapid_expansion,No Significant Move,S-20,S-20,S-20,S-20,S,S-20,S-20
CCG,E_base_breakout,No Significant Move,S-20,S-20,S-20,S-20,S,S-20,S-20
CDT,A_10_from_low,No Significant Move,S-20,S-20,S-20,S-20,S-20,S-20,S-20
CDT,B_20_from_low,No Significant Move,S-20,S-20,S-20,S-20,S-20,S-20,S-20
CDT,C_20_in_1_3,No Significant Move,S-20,S-20,S-20,S-10,S-3,S-20,S
CDT,D_rapid_expansion,No Significant Move,S-20,S-20,S-20,S-10,S-3,S-20,S
CIIT,A_10_from_low,No Significant Move,S-20,S-20,S-20,,,S-3,
CIIT,B_20_from_low,No Significant Move,S-20,S-20,S-20,S-20,S-20,S-1,
DFNS,A_10_from_low,Rapid Move,S-20,S-20,,S-15,S-7,S-15,
DFNS,B_20_from_low,Rapid Move,S-20,S-20,,S-15,S-7,S-15,
DFNS,C_20_in_1_3,True Explosion,S-20,S-20,S,S-3,S-7,S-20,S
DFNS,D_rapid_expansion,True Explosion,S-20,S-20,S,S-3,S-7,S-20,S
NIKI,A_10_from_low,No Significant Move,S-20,S-20,S-20,S-10,S-2,S-5,S-3
NIKI,B_20_from_low,No Significant Move,S-20,S-20,S-20,S-10,S-2,S-5,S-3
NIKI,C_20_in_1_3,No Significant Move,S-20,S-20,S-20,S-20,S-10,S-7,S-7
PRPL,A_10_from_low,Temporary Spike,S-20,S-20,S-20,S-20,S-10,S-20,S-20
PRPL,B_20_from_low,Temporary Spike,S-20,S-20,S-20,S-10,S-20,S-20,
PRPL,C_20_in_1_3,Temporary Spike,S-20,S-20,S-20,S-15,S-7,S-20,S
TOMZ,A_10_from_low,Temporary Spike,S-20,S-20,S-20,S-20,S-5,S-15,S-15
TOMZ,B_20_from_low,No Significant Move,S-20,S-20,S-20,S-20,S-7,S-15,S-15
TOMZ,C_20_in_1_3,No Significant Move,S-20,S-20,S-20,S-20,,S-20,S-20
CANG,A_10_from_low,Temporary Spike,S-20,S-20,S-20,S-10,S,S-10,
CANG,B_20_from_low,Temporary Spike,S-20,S-20,S-20,S-10,S,S-10,
CANG,C_20_in_1_3,Temporary Spike,S-20,S-20,S-20,S-15,S-15,S-20,S-1
CANG,D_rapid_expansion,Temporary Spike,S-20,S-20,S-20,S-15,S-15,S-20,S-1
CANG,E_base_breakout,Temporary Spike,S-20,S-20,S-20,S-15,S-15,S-20,S-1
XPON,A_10_from_low,Temporary Spike,S-20,S-20,S-20,S-20,S-1,S-20,
XPON,B_20_from_low,Temporary Spike,S-20,S-20,S-20,S-20,S-1,S-20,
XPON,C_20_in_1_3,Rapid Move,S-20,S-15,S-15,S-15,S-20,S-10,S-2
XPON,D_rapid_expansion,Rapid Move,S-20,S-15,S-15,S-15,S-20,S-10,S-2
XPON,E_base_breakout,Rapid Move,S-20,S-15,S-15,S-15,S-20,S-10,S-2
MSS,A_10_from_low,Temporary Spike,S-20,S-20,S-20,S-15,S,S-10,
MSS,B_20_from_low,Temporary Spike,S-20,S-20,S-20,S-15,S,S-10,
MSS,E_base_breakout,True Explosion,S-20,S-20,S-20,S-10,S,S-7,
MSS,C_20_in_1_3,Temporary Spike,S-20,S-20,S-20,S-20,S-20,S-20,S
MSS,D_rapid_expansion,Temporary Spike,S-20,S-20,S-20,S-20,S-20,S-20,S
APUS,A_10_from_low,Temporary Spike,S-20,S-20,S-20,S-20,S-20,S-7,
APUS,B_20_from_low,No Significant Move,S-20,S-20,S-20,S-20,S-20,S-10,S
APUS,C_20_in_1_3,No Significant Move,S-20,S-15,S-15,S-7,S-20,S-20,
APUS,D_rapid_expansion,No Significant Move,S-20,S-15,S-15,S-7,S-20,S-20,
DBGI,A_10_from_low,Rapid Move,S-20,S-20,S-20,S-15,S-5,S-20,
DBGI,B_20_from_low,Rapid Move,S-20,S-20,S-20,S-15,S-5,S-20,
DBGI,C_20_in_1_3,Temporary Spike,S-20,S-20,S-20,S-20,S-10,S-20,
DBGI,D_rapid_expansion,Temporary Spike,S-20,S-20,S-20,S-20,S-10,S-20,
FFAI,A_10_from_low,True Explosion,S-20,S-20,S-20,S-20,S-10,,
FFAI,B_20_from_low,True Explosion,S-20,S-20,S-20,S-20,S-10,,
FFAI,C_20_in_1_3,No Significant Move,S-20,S-20,S-20,S-1,S-15,,
FFAI,D_rapid_expansion,No Significant Move,S-20,S-20,S-20,S-1,S-15,,
TRIB,A_10_from_low,Temporary Spike,S-20,S-15,S-15,S-20,,S-10,
TRIB,B_20_from_low,No Significant Move,S-20,S-20,S-20,S-20,S-20,S-10,S
TRIB,C_20_in_1_3,No Significant Move,S-20,S-20,S-20,S-20,S-1,S-10,S-1
TRIB,D_rapid_expansion,No Significant Move,S-20,S-20,S-20,S-20,S-1,S-10,S-1
AMZE,A_10_from_low,No Significant Move,S-20,S-20,S-20,S-20,S-10,S-20,
AMZE,B_20_from_low,Temporary Spike,S-20,S-20,S-20,S-10,S-3,,
AMZE,E_base_breakout,No Significant Move,S-20,S-20,S-20,S-20,S-10,S-3,
EDVA,A_10_from_low,Gradual Rise,S-20,S-20,S-20,S-15,S-15,S-15,S-15
EDVA,B_20_from_low,Gradual Rise,S-20,S-20,S-20,S-15,S-15,S-15,S-15
EDVA,C_20_in_1_3,Temporary Spike,S-20,S-20,S-20,S-5,S-5,S-20,S-1
SGLY,A_10_from_low,Rapid Move,S-20,S-20,S-15,S-15,S-10,S-10,S
SGLY,B_20_from_low,Rapid Move,S-20,S-20,S-7,S-7,S-10,S-5,S-1
SGLY,C_20_in_1_3,Temporary Spike,S-20,S-20,S-20,S-20,S-15,S-15,S-5
SGLY,D_rapid_expansion,Temporary Spike,S-20,S-20,S-20,S-20,S-15,S-15,S-5
STKH,A_10_from_low,Rapid Move,S-20,S-15,S-3,S-15,S,S-15,S
STKH,B_20_from_low,Rapid Move,S-20,S-15,S-3,S-15,S,S-15,S
STKH,C_20_in_1_3,Rapid Move,S-20,S-15,S-5,S-20,S-10,S-15,S-2
STKH,D_rapid_expansion,Rapid Move,S-20,S-15,S-5,S-20,S-10,S-15,S-2
YARW,A_10_from_low,Temporary Spike,S-20,S-20,S-20,S-15,S-10,S-15,S-15
YARW,B_20_from_low,Temporary Spike,S-20,S-20,S-20,S-15,S-10,S-15,S-15
YARW,C_20_in_1_3,Temporary Spike,S-20,S-20,S-20,S-20,S-20,S-20,S-20
ZNB,A_10_from_low,Temporary Spike,S-20,S,,S-20,S-15,S-20,
ZNB,B_20_from_low,Temporary Spike,S-20,S,,S-20,S-15,S-20,
YAAS,A_10_from_low,Temporary Spike,S-20,S-20,S-20,S-15,S,S-15,S-7
YAAS,B_20_from_low,Temporary Spike,S-20,S-20,S-20,S-15,S,S-15,S-7
YAAS,C_20_in_1_3,No Significant Move,S-20,S-20,S-20,S-20,S-7,S-20,S-20
CLDI,A_10_from_low,No Significant Move,S-20,S-20,S-20,S-7,S-7,S-20,S
CLDI,B_20_from_low,No Significant Move,S-20,S-20,S-20,S-7,S-7,S-20,S
CSAI,A_10_from_low,Temporary Spike,S-20,S-20,S-20,S-20,S-10,S-20,S-20
CSAI,B_20_from_low,Temporary Spike,S-20,S-20,S-20,S-20,S-5,S-20,S-20
CSAI,C_20_in_1_3,Temporary Spike,S-20,S-20,S-20,S-20,S-3,S-20,S-20
CSAI,D_rapid_expansion,Temporary Spike,S-20,S-20,S-20,S-20,S-3,S-20,S-20
NEXR,A_10_from_low,Temporary Spike,S-20,S-20,S-20,S-10,S-3,S-20,
NEXR,B_20_from_low,No Significant Move,S-20,S-20,S-20,S-15,S-2,S-20,
OFAL,A_10_from_low,Rapid Move,S-20,S-20,S-20,S-20,,S-20,
OFAL,B_20_from_low,Rapid Move,S-20,S-20,S-20,S-20,,S-20,
OFAL,C_20_in_1_3,Temporary Spike,S-20,S-20,S-7,S-15,S-2,S-20,S
OFAL,D_rapid_expansion,Temporary Spike,S-20,S-20,S-7,S-15,S-2,S-20,S
KWM,A_10_from_low,No Significant Move,S-20,S-20,S-7,S-20,S-10,S-15,
KWM,B_20_from_low,No Significant Move,S-20,S-20,S-7,S-20,S-10,S-15,
KWM,C_20_in_1_3,No Significant Move,S-20,S-15,S-15,S-15,S-20,S-20,S
LBGJ,A_10_from_low,True Explosion,S-20,S-20,S-20,S-20,S-10,S-20,S-20
LBGJ,B_20_from_low,True Explosion,S-20,S-20,S-20,S-20,S-10,S-20,S-20
LEXX,A_10_from_low,Rapid Move,S-20,S-20,S-20,S-20,S-5,S-20,S-15
LEXX,B_20_from_low,Rapid Move,S-20,S-20,S-20,S-10,S-10,S-20,S-15
LEXX,C_20_in_1_3,Gradual Rise,S-20,S-20,S-20,S-7,S-20,S-20,S
LEXX,D_rapid_expansion,Gradual Rise,S-20,S-20,S-20,S-7,S-20,S-20,S
MVIS,A_10_from_low,Temporary Spike,S-20,S-20,S-20,S-5,S-5,S-20,S-20
MVIS,B_20_from_low,No Significant Move,S-20,S-20,S-20,S-15,S-15,S-20,S
MVIS,C_20_in_1_3,No Significant Move,S-20,S-20,S-20,S-15,S-15,S-20,S
MVIS,D_rapid_expansion,No Significant Move,S-20,S-20,S-20,S-15,S-15,S-20,S
PMI,A_10_from_low,Gradual Rise,S-20,S-20,S-20,S-20,,S-20,
PMI,B_20_from_low,Gradual Rise,S-20,S-20,S-20,S-20,,S-20,
PMI,C_20_in_1_3,True Explosion,S-20,S-20,S-20,S-15,S-1,S-15,S
PMI,D_rapid_expansion,True Explosion,S-20,S-20,S-20,S-15,S-1,S-15,S
PMI,E_base_breakout,True Explosion,S-20,S-20,S-20,S-15,S-1,S-15,S
SEGG,A_10_from_low,No Significant Move,S-20,S-20,S-20,S-10,S-3,S-15,
SEGG,B_20_from_low,No Significant Move,S-20,S-20,S-20,S-15,,S-20,S
TOP,A_10_from_low,Temporary Spike,S-20,S-20,S-20,S-5,,S-20,S-20
TOP,B_20_from_low,Temporary Spike,S-20,S-20,S-20,S-20,S-20,S-20,S-20
TOP,E_base_breakout,Temporary Spike,S-20,S-20,S-20,S-10,,S-2,S-20
TOP,C_20_in_1_3,No Significant Move,S-20,S-20,S-20,S-10,S,S-3,S-20
TOP,D_rapid_expansion,No Significant Move,S-20,S-20,S-20,S-10,S,S-3,S-20
WETO,A_10_from_low,Rapid Move,S-20,S-20,S-20,S-10,S-20,,
WETO,B_20_from_low,Rapid Move,S-20,S-20,S-20,S-10,S-20,,
WETO,C_20_in_1_3,True Explosion,S-20,S-20,S-20,S-20,S-15,S-3,
WETO,D_rapid_expansion,True Explosion,S-20,S-20,S-20,S-20,S-15,S-3,
AEMD,A_10_from_low,No Significant Move,S-20,S-15,S-2,S-20,S-2,S-15,S-2
